pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim
6.82778390,0.00001740,-0.00001740,0,1.320,0.150,-0.110,0,21.950000,2.100000,-2.100000,0
6.82776600,0.00003400,-0.00003400,0,1.160,0.120,-0.120,0,,,,
6.82781800,0.00006000,-0.00006000,0,1.410,0.230,-0.230,0,15.700000,6.800000,-6.800000,0
,,,,1.598,0.081,-0.081,0,,,,
,,,,1.619,0.169,-0.169,0,,,,
6.82778390,0.00001740,-0.00001740,0,1.320,0.150,-0.110,0,21.950000,2.100000,-2.100000,0
6.82778157,0.00001744,-0.00001744,0,1.340,0.080,-0.060,0,21.220000,6.700000,-6.700000,0
6.82778390,0.00001740,-0.00001740,0,1.430,0.090,-0.080,0,,,,
6.82778157,0.00001744,-0.00001744,0,,,,0,,,,0
6.82776885,0.00000416,-0.00000416,0,,,,,,,,
5.52421777,0.00002956,-0.00002956,0,,,,,,,,
5.52418625,0.00002365,-0.00002365,0,,,,0,,,,0
5.52417517,0.00002216,-0.00002216,0,2.110,0.770,-0.180,0,15.160000,3.600000,-3.600000,0
5.52424200,0.00002700,-0.00002700,0,2.090,0.960,-0.960,0,,,,
5.52417517,0.00002216,-0.00002216,0,2.400,0.520,-0.280,0,,,,
5.52400000,,,0,2.080,0.750,-0.180,0,,,,
5.52417517,0.00002216,-0.00002216,0,2.110,0.770,-0.180,0,15.160000,3.600000,-3.600000,0
5.52418625,0.00002365,-0.00002365,0,2.250,0.270,-0.290,0,13.370000,3.800000,-3.800000,0
5.52417517,0.00002216,-0.00002216,0,2.110,0.770,-0.180,0,15.160000,3.600000,-3.600000,0
,,,,1.898,0.108,-0.159,0,,,,
5.52423300,0.00006900,-0.00006900,0,2.000,1.100,-1.100,0,12.400000,5.600000,-5.600000,0
8.77514782,0.00006131,-0.00006131,0,,,,0,,,,0
8.77508519,0.00005560,-0.00005560,0,1.850,0.670,-0.160,0,18.430000,6.600000,-6.600000,0
8.77514000,0.00018000,-0.00018000,0,1.700,0.950,-0.950,0,16.900000,7.600000,-7.600000,0
8.77508519,0.00005560,-0.00005560,0,1.850,0.670,-0.160,0,18.430000,6.600000,-6.600000,0
8.77508519,0.00005560,-0.00005560,0,1.850,0.670,-0.160,0,18.430000,6.600000,-6.600000,0
8.77519484,0.00007412,-0.00007412,0,,,,,,,,
8.77500000,,,0,,,,,,,,
8.77514782,0.00006131,-0.00006131,0,1.910,0.230,-0.250,0,18.680000,6.900000,-6.900000,0
8.77508519,0.00005560,-0.00005560,0,2.040,0.390,-0.260,0,,,,
8.77501000,0.00011300,-0.00011300,0,1.720,0.790,-0.790,0,,,,
,,,,1.609,0.098,-0.162,0,,,,
4.66271906,0.00000186,-0.00000186,0,5.890,2.870,-1.540,0,13.444000,0.336000,-0.336000,0
4.66271500,0.00000300,-0.00000300,0,4.710,0.830,-0.830,0,,,,
4.66271906,0.00000186,-0.00000186,0,5.890,2.870,-1.540,0,13.444000,0.336000,-0.336000,0
4.66271906,0.00000186,-0.00000186,0,3.800,0.110,-0.090,0,,,,
4.66271906,0.00000186,-0.00000186,0,5.890,2.870,-1.540,0,13.444000,0.336000,-0.336000,0
4.66271775,0.00000033,-0.00000033,0,,,,,,,,
4.66271902,0.00001486,-0.00001486,0,,,,0,,,,0
,,,,4.035,0.177,-0.269,0,,,,
4.66272270,0.00000610,-0.00000610,0,5.800,1.900,-1.900,0,10.300000,3.200000,-3.200000,0
4.66271902,0.00001486,-0.00001486,0,3.860,0.640,-0.160,0,11.870000,3.400000,-3.400000,0
4.66271796,0.00000086,-0.00000086,0,,,,,,,,
11.81500130,0.00001285,-0.00001285,0,2.980,0.110,-0.080,0,,,,
11.81501800,0.00003600,-0.00003600,0,5.000,1.700,-1.700,0,19.200000,6.000000,-6.000000,0
11.81501740,0.00010740,-0.00010740,0,,,,0,,,,0
11.81501740,0.00010740,-0.00010740,0,3.480,0.580,-0.140,0,17.580000,8.700000,-8.700000,0
11.81500401,0.00000608,-0.00000608,0,,,,,,,,
,,,,3.639,0.873,-0.634,0,,,,
11.81500130,0.00001285,-0.00001285,0,4.590,2.230,-1.200,0,36.756000,0.365000,-0.365000,0
11.81500130,0.00001285,-0.00001285,0,4.590,2.230,-1.200,0,36.756000,0.365000,-0.365000,0
11.81500130,0.00001285,-0.00001285,0,4.590,2.230,-1.200,0,36.756000,0.365000,-0.365000,0
11.81500700,0.00002000,-0.00002000,0,3.680,0.650,-0.650,0,,,,
11.81500050,0.00000086,-0.00000086,0,,,,,,,,
4.36270500,0.00000900,-0.00000900,0,1.630,0.230,-0.230,0,,,,
4.36275831,0.00000576,-0.00000576,0,,,,,,,,
,,,,1.692,0.298,-0.166,0,,,,
4.36274436,0.00000583,-0.00000583,0,3.240,1.110,-1.080,0,15.420000,1.300000,-1.300000,0
4.36274436,0.00000583,-0.00000583,0,1.690,0.090,-0.080,0,,,,
4.36274395,0.00000160,-0.00000160,0,,,,,,,,
4.36273233,0.00001298,-0.00001298,0,,,,0,,,,0
4.36274436,0.00000583,-0.00000583,0,3.240,1.110,-1.080,0,15.420000,1.300000,-1.300000,0
4.36274100,0.00002600,-0.00002600,0,2.950,0.800,-0.800,0,7.900000,2.000000,-2.000000,0
4.36273233,0.00001298,-0.00001298,0,1.760,0.200,-0.140,0,10.570000,4.600000,-4.600000,0
4.36274436,0.00000583,-0.00000583,0,3.240,1.110,-1.080,0,15.420000,1.300000,-1.300000,0
6.94134400,0.00001700,-0.00001700,0,5.600,1.500,-1.500,0,10.700000,2.800000,-2.800000,0
6.94135962,0.00000437,-0.00000437,0,2.690,0.150,-0.120,0,,,,
6.94135925,0.00000074,-0.00000074,0,,,,,,,,
6.94135962,0.00000437,-0.00000437,0,5.220,1.780,-1.750,0,30.380000,0.812000,-0.812000,0
,,,,2.850,0.130,-0.411,0,,,,
6.94135824,0.00001090,-0.00001090,0,2.960,0.330,-0.230,0,15.510000,7.600000,-7.600000,0
6.94135962,0.00000437,-0.00000437,0,5.220,1.780,-1.750,0,30.380000,0.812000,-0.812000,0
6.94135824,0.00001090,-0.00001090,0,,,,0,,,,0
6.94135962,0.00000437,-0.00000437,0,5.220,1.780,-1.750,0,30.380000,0.812000,-0.812000,0
6.94135700,0.00000700,-0.00000700,0,2.630,0.370,-0.370,0,,,,
6.94135704,0.00000371,-0.00000371,0,,,,,,,,
31.78209253,0.00006710,-0.00006710,0,4.560,1.570,-1.520,0,55.100000,17.600000,-17.600000,0
31.78211170,0.00017690,-0.00017690,0,2.080,0.230,-0.160,0,63.430000,8.000000,-8.000000,0
31.78204372,0.00000285,-0.00000285,0,,,,,,,,
,,,,2.000,0.123,-0.098,0,,,,
31.78211170,0.00017690,-0.00017690,0,,,,0,,,,0
31.78209253,0.00006710,-0.00006710,0,2.290,0.120,-0.140,0,,,,
31.78192500,0.00010500,-0.00010500,0,2.290,0.350,-0.350,0,,,,
31.78226000,0.00026000,-0.00026000,0,4.300,1.200,-1.200,0,29.600000,7.700000,-7.700000,0
31.78209253,0.00006710,-0.00006710,0,4.560,1.570,-1.520,0,55.100000,17.600000,-17.600000,0
31.78221016,0.00006300,-0.00006300,0,,,,,,,,
31.78209253,0.00006710,-0.00006710,0,4.560,1.570,-1.520,0,55.100000,17.600000,-17.600000,0
5.90126900,0.00001700,-0.00001700,0,2.150,0.220,-0.220,0,16.100000,7.900000,-7.900000,0
5.90129150,0.00000164,-0.00000164,0,,,,,,,,
5.90124000,0.00010000,-0.00010000,0,2.200,0.200,-0.200,0,,,,
5.90128282,0.00000624,-0.00000624,0,2.250,0.090,-0.090,0,,,,
,,,,2.231,0.074,-0.070,0,,,,
,,,,2.251,0.107,-0.107,0,,,,
5.90120000,0.00010000,-0.00010000,0,2.200,0.100,-0.100,0,,,,
5.90100000,,,0,2.150,0.280,-0.280,0,19.376000,,,0
5.90125513,0.00007600,-0.00007600,0,2.020,0.260,-0.260,0,,,,
5.90128282,0.00000624,-0.00000624,0,2.090,0.250,-0.250,0,20.645000,0.276000,-0.276000,0
5.90127815,0.00000703,-0.00000703,0,,,,0,,,,0
5.90128282,0.00000624,-0.00000624,0,2.090,0.250,-0.250,0,20.645000,0.276000,-0.276000,0
5.90127815,0.00000703,-0.00000703,0,1.940,0.130,-0.200,0,21.241000,0.485000,-0.485000,0
5.90128282,0.00000624,-0.00000624,0,2.090,0.250,-0.250,0,20.645000,0.276000,-0.276000,0
5.90129534,0.00001940,-0.00002030,0,2.130,0.290,-0.270,0,,,,
5.90100000,,,0,2.250,0.110,-0.110,0,,,,
8.75200000,,,0,2.020,0.110,-0.110,0,,,,
8.75245953,0.00015000,-0.00015000,0,2.080,0.650,-0.650,0,,,,
8.75210645,0.00001454,-0.00001454,0,2.370,0.090,-0.260,0,,,,
8.75210645,0.00001454,-0.00001454,0,2.200,0.260,-0.270,0,19.150000,9.500000,-9.500000,0
8.75209691,0.00001306,-0.00001306,0,1.830,0.130,-0.190,0,29.110000,1.600000,-1.600000,0
8.75209691,0.00001306,-0.00001306,0,,,,0,,,,0
8.75220000,0.00030000,-0.00030000,0,2.000,0.200,-0.200,0,,,,
8.75210645,0.00001454,-0.00001454,0,2.200,0.260,-0.270,0,19.150000,9.500000,-9.500000,0
8.75210645,0.00001454,-0.00001454,0,2.200,0.260,-0.270,0,19.150000,9.500000,-9.500000,0
8.75200000,,,0,1.940,0.250,-0.260,0,19.985000,,,0
8.75208271,0.00000304,-0.00000304,0,,,,,,,,
,,,,2.021,0.108,-0.108,0,,,,
8.75216700,0.00003400,-0.00003400,0,1.990,0.210,-0.210,0,21.000000,10.000000,-10.000000,0
,,,,2.112,0.078,-0.064,0,,,,
8.75220000,0.00030000,-0.00030000,0,2.000,0.200,-0.200,0,,,,
8.75208025,0.00002090,-0.00002040,0,1.980,0.340,-0.270,0,,,,
22.78073412,0.00000191,-0.00000191,0,,,,,,,,
22.78076945,0.00004224,-0.00004224,0,2.500,0.100,-0.110,0,,,,
22.78068566,0.00013100,-0.00012800,0,2.300,0.290,-0.290,0,,,,
22.78078241,0.00003951,-0.00003951,0,2.170,0.150,-0.220,0,54.840000,2.300000,-2.300000,0
22.78076945,0.00004224,-0.00004224,0,2.290,0.270,-0.280,0,55.780000,1.100000,-1.100000,0
,,,,2.504,0.087,-0.075,0,,,,
22.78033066,0.00031000,-0.00031000,0,2.180,0.280,-0.280,0,,,,
22.78020000,0.00050000,-0.00050000,0,2.700,0.100,-0.100,0,,,,
22.78076945,0.00004224,-0.00004224,0,2.290,0.270,-0.280,0,55.780000,1.100000,-1.100000,0
22.78078241,0.00003951,-0.00003951,0,,,,0,,,,0
22.78080600,0.00009500,-0.00009500,0,2.490,0.260,-0.260,0,40.000000,19.000000,-19.000000,0
22.78000000,,,0,2.580,0.330,-0.340,0,48.891000,,,0
22.78076945,0.00004224,-0.00004224,0,2.290,0.270,-0.280,0,55.780000,1.100000,-1.100000,0
22.78020000,0.00050000,-0.00050000,0,2.700,0.200,-0.200,0,,,,
,,,,2.713,0.104,-0.104,0,,,,
22.78090110,0.00004522,-0.00004522,0,,,,,,,,
2.89600900,0.00002200,-0.00002200,0,1.110,0.120,-0.120,0,10.000000,4.900000,-4.900000,0
2.89602900,0.00006300,-0.00006300,0,1.040,0.150,-0.150,0,,,,
2.89601379,0.00000422,-0.00000422,0,1.320,0.150,-0.160,0,13.130000,1.500000,-1.500000,0
2.89601166,0.00000934,-0.00000892,0,1.090,0.140,-0.140,0,,,,
2.89600000,,,0,1.430,0.180,-0.190,0,13.641000,,,0
2.89601379,0.00000422,-0.00000422,0,1.320,0.150,-0.160,0,13.130000,1.500000,-1.500000,0
2.89600000,0.00030000,-0.00030000,0,1.500,0.100,-0.100,0,,,,
2.89600521,0.00000432,-0.00000432,0,,,,0,,,,0
2.89600000,0.00030000,-0.00030000,0,1.500,0.100,-0.100,0,,,,
2.89602274,0.00000928,-0.00000928,0,,,,,,,,
,,,,1.418,0.061,-0.046,0,,,,
2.89600521,0.00000432,-0.00000432,0,1.230,0.080,-0.130,0,13.460000,1.500000,-1.500000,0
2.89601379,0.00000422,-0.00000422,0,1.320,0.150,-0.160,0,13.130000,1.500000,-1.500000,0
,,,,1.501,0.098,-0.098,0,,,,
2.89601379,0.00000422,-0.00000422,0,1.420,0.070,-0.060,0,,,,
0.74296000,0.00007000,-0.00007000,0,0.810,0.050,-0.050,0,,,,
0.74295884,0.00000063,-0.00000063,0,2.010,0.080,-0.480,0,,,,
0.74296000,0.00007000,-0.00007000,0,0.820,0.070,-0.070,0,,,,
0.74295791,0.00000023,-0.00000023,0,1.470,0.100,-0.150,0,8.630000,3.800000,-3.800000,0
0.74295791,0.00000023,-0.00000023,0,,,,0,,,,0
0.74295600,0.00001100,-0.00001100,0,0.860,0.100,-0.100,0,4.000000,2.000000,-2.000000,0
0.74295884,0.00000063,-0.00000063,0,1.880,0.230,-0.220,0,2.370000,1.200000,-1.200000,0
0.74295905,0.00000118,-0.00000118,0,,,,,,,,
0.74295884,0.00000063,-0.00000063,0,1.880,0.230,-0.220,0,2.370000,1.200000,-1.200000,0
0.74295972,0.00000365,-0.00000306,0,0.910,0.130,-0.120,0,,,,
0.74295884,0.00000063,-0.00000063,0,1.880,0.230,-0.220,0,2.370000,1.200000,-1.200000,0
,,,,0.866,0.114,-0.114,0,,,,
,,,,1.697,0.420,-0.151,0,,,,
8.37159554,0.00007493,-0.00007493,0,2.390,0.550,-0.680,0,3.100000,1.500000,-1.500000,0
8.37159554,0.00007493,-0.00007493,0,,,,0,,,,0
8.37160502,0.00006893,-0.00006893,0,1.050,0.510,-0.090,0,15.110000,2.500000,-2.500000,0
8.37160502,0.00006893,-0.00006893,0,1.050,0.510,-0.090,0,15.110000,2.500000,-2.500000,0
8.37160502,0.00006893,-0.00006893,0,1.500,0.690,-0.270,0,,,,
,,,,1.705,0.110,-0.474,0,,,,
8.37160502,0.00006893,-0.00006893,0,1.050,0.510,-0.090,0,15.110000,2.500000,-2.500000,0
8.37155400,0.00016200,-0.00016200,0,1.140,0.540,-0.540,0,,,,
17.93457936,0.00001053,-0.00001053,0,,,,,,,,
17.93466060,0.00014630,-0.00014630,0,2.800,0.650,-0.790,0,6.190000,3.100000,-3.100000,0
17.93465630,0.00017670,-0.00017670,0,1.410,0.680,-0.130,0,17.420000,7.500000,-7.500000,0
17.93466060,0.00014630,-0.00014630,0,,,,0,,,,0
17.93493700,0.00028100,-0.00028100,0,1.370,0.640,-0.640,0,,,,
,,,,2.003,0.169,-0.513,0,,,,
17.93465630,0.00017670,-0.00017670,0,1.410,0.680,-0.130,0,17.420000,7.500000,-7.500000,0
17.93465630,0.00017670,-0.00017670,0,1.970,0.940,-0.360,0,,,,
17.93465630,0.00017670,-0.00017670,0,1.410,0.680,-0.130,0,17.420000,7.500000,-7.500000,0
4.91538707,0.00000666,-0.00000666,0,1.780,0.810,-0.210,0,8.570000,3.600000,-3.600000,0
4.91537900,0.00001000,-0.00001000,0,1.770,0.340,-0.340,0,,,,
4.91538545,0.00000749,-0.00000749,0,,,,0,,,,0
4.91538545,0.00000749,-0.00000749,0,1.460,0.230,-0.080,0,12.070000,3.100000,-3.100000,0
4.91538707,0.00000666,-0.00000666,0,1.780,0.810,-0.210,0,8.570000,3.600000,-3.600000,0
,,,,1.519,0.227,-0.071,0,,,,
4.91538707,0.00000666,-0.00000666,0,1.780,0.810,-0.210,0,8.570000,3.600000,-3.600000,0
4.91538748,0.00000134,-0.00000134,0,,,,,,,,
4.91537800,0.00002400,-0.00002400,0,1.410,,,0,10.200000,2.600000,-2.600000,0
4.91538579,0.00000521,-0.00000521,0,,,,,,,,
4.91538707,0.00000666,-0.00000666,0,1.590,0.060,-0.150,0,,,,
13.09390510,0.00001455,-0.00001455,0,2.240,1.020,-0.260,0,36.900000,18.100000,-18.100000,0
13.09390911,0.00001610,-0.00001610,0,2.200,0.340,-0.120,0,24.100000,11.900000,-11.900000,0
13.09391017,0.00001275,-0.00001275,0,,,,,,,,
13.09388510,0.00000133,-0.00000133,0,,,,,,,,
13.09390510,0.00001455,-0.00001455,0,2.010,0.160,-0.110,0,,,,
13.09390510,0.00001455,-0.00001455,0,2.240,1.020,-0.260,0,36.900000,18.100000,-18.100000,0
13.09392100,0.00002400,-0.00002400,0,2.320,0.450,-0.450,0,,,,
,,,,2.290,0.097,-0.284,0,,,,
13.09390911,0.00001610,-0.00001610,0,,,,0,,,,0
13.09390510,0.00001455,-0.00001455,0,2.240,1.020,-0.260,0,36.900000,18.100000,-18.100000,0
13.09392200,0.00005200,-0.00005200,0,2.340,,,0,19.500000,5.000000,-5.000000,0
1.65388948,0.00000511,-0.00000511,0,0.970,0.090,-0.070,0,7.240000,1.900000,-1.900000,0
1.65388948,0.00000511,-0.00000511,0,,,,0,,,,0
,,,,0.895,0.061,-0.044,0,,,,
1.65389346,0.00000402,-0.00000402,0,0.960,1.090,-0.120,0,7.300000,2.100000,-2.100000,0
1.65389346,0.00000402,-0.00000402,0,0.960,1.090,-0.120,0,7.300000,2.100000,-2.100000,0
1.65389170,0.00000424,-0.00000424,0,,,,,,,,
1.65389346,0.00000402,-0.00000402,0,0.960,1.090,-0.120,0,7.300000,2.100000,-2.100000,0
1.65388800,0.00000600,-0.00000600,0,1.010,0.110,-0.110,0,,,,
1.65389800,0.00001400,-0.00001400,0,1.970,0.460,-0.460,0,2.950000,0.380000,-0.380000,0
1.65389346,0.00000402,-0.00000402,0,1.050,0.060,-0.050,0,,,,
4.33723745,0.00000487,-0.00000487,0,,,,,,,,
4.33722404,0.00000564,-0.00000564,0,1.590,1.790,-0.200,0,13.526000,0.753000,-0.753000,0
4.33723355,0.00000152,-0.00000152,0,,,,,,,,
,,,,1.507,0.080,-0.064,0,,,,
4.33722007,0.00000759,-0.00000759,0,,,,0,,,,0
4.33722404,0.00000564,-0.00000564,0,1.590,1.790,-0.200,0,13.526000,0.753000,-0.753000,0
4.33722404,0.00000564,-0.00000564,0,1.590,1.790,-0.200,0,13.526000,0.753000,-0.753000,0
4.33722404,0.00000564,-0.00000564,0,1.720,0.090,-0.070,0,,,,
4.33723400,0.00000900,-0.00000900,0,1.670,0.180,-0.180,0,,,,
4.33722007,0.00000759,-0.00000759,0,1.630,0.150,-0.110,0,13.488000,0.430000,-0.430000,0
4.33723800,0.00002100,-0.00002100,0,3.230,0.750,-0.750,0,5.620000,0.730000,-0.730000,0
1.67832630,0.00000192,-0.00000192,0,,,,0,,,,0
1.67800000,,,0,1.670,1.010,-0.370,0,,,,
1.67833800,0.00000720,-0.00000720,0,1.810,0.680,-0.680,0,4.030000,0.690000,-0.690000,0
1.67832800,0.00000150,-0.00000150,0,1.381,0.035,-0.035,0,,,,
1.67832796,0.00000154,-0.00000154,0,,,,,,,,
1.67832700,0.00000300,-0.00000300,0,1.430,0.280,-0.280,0,,,,
1.67832545,0.00000201,-0.00000201,0,1.700,1.030,-0.370,0,5.577600,0.026300,-0.026300,0
1.67832545,0.00000201,-0.00000201,0,1.700,1.030,-0.370,0,5.577600,0.026300,-0.026300,0
1.67832545,0.00000201,-0.00000201,0,1.340,0.120,-0.090,0,,,,
,,,,1.595,0.104,-0.241,0,,,,
1.67832545,0.00000201,-0.00000201,0,1.700,1.030,-0.370,0,5.577600,0.026300,-0.026300,0
1.67832630,0.00000192,-0.00000192,0,1.570,0.260,-0.180,0,2.470000,1.200000,-1.200000,0
3.55382967,0.00000487,-0.00000487,0,1.930,1.170,-0.420,0,8.872000,0.555000,-0.555000,0
,,,,1.649,0.074,-0.131,0,,,,
3.55382295,0.00000223,-0.00000223,0,,,,,,,,
3.55383364,0.00000430,-0.00000430,0,,,,,,,,
3.55382290,0.00000220,-0.00000220,0,1.570,0.040,-0.040,0,,,,
3.55383111,0.00000450,-0.00000450,0,1.620,0.270,-0.180,0,6.120000,2.600000,-2.600000,0
3.55382967,0.00000487,-0.00000487,0,1.930,1.170,-0.420,0,8.872000,0.555000,-0.555000,0
3.55382200,0.00000800,-0.00000800,0,1.630,0.320,-0.320,0,,,,
3.55382967,0.00000487,-0.00000487,0,1.930,1.170,-0.420,0,8.872000,0.555000,-0.555000,0
3.55382967,0.00000487,-0.00000487,0,1.580,0.130,-0.110,0,,,,
3.55400000,,,0,1.900,1.150,-0.420,0,,,,
3.55383111,0.00000450,-0.00000450,0,,,,0,,,,0
3.55380100,0.00001800,-0.00001800,0,2.040,0.770,-0.770,0,6.600000,1.100000,-1.100000,0
4.38531600,0.00005800,-0.00005800,0,1.040,0.950,-0.950,0,11.500000,4.800000,-4.800000,0
4.38536428,0.00001366,-0.00001366,0,1.150,0.090,-0.070,0,12.760000,3.900000,-3.900000,0
4.38536461,0.00001458,-0.00001458,0,1.110,0.340,-0.080,0,13.470000,2.100000,-2.100000,0
4.38538429,0.00001710,-0.00001710,0,,,,,,,,
,,,,1.176,0.062,-0.066,0,,,,
4.38536461,0.00001458,-0.00001458,0,1.110,0.340,-0.080,0,13.470000,2.100000,-2.100000,0
4.38536428,0.00001366,-0.00001366,0,,,,0,,,,0
4.38536461,0.00001458,-0.00001458,0,1.170,0.070,-0.050,0,,,,
4.38531500,0.00002500,-0.00002500,0,1.140,0.110,-0.110,0,,,,
4.38536461,0.00001458,-0.00001458,0,1.110,0.340,-0.080,0,13.470000,2.100000,-2.100000,0
51.80966950,0.00023360,-0.00023360,0,3.340,0.160,-0.650,0,,,,
51.80966950,0.00023360,-0.00023360,0,3.250,1.020,-0.240,0,23.100000,11.500000,-11.500000,0
51.80966950,0.00023360,-0.00023360,0,3.250,1.020,-0.240,0,23.100000,11.500000,-11.500000,0
51.81024389,0.00001687,-0.00001687,0,,,,,,,,
51.80966950,0.00023360,-0.00023360,0,3.250,1.020,-0.240,0,23.100000,11.500000,-11.500000,0
51.80982760,0.00022940,-0.00022940,0,,,,0,,,,0
51.80561200,0.00031400,-0.00031400,0,3.150,0.330,-0.330,0,,,,
51.80403000,0.00054000,-0.00054000,0,2.500,2.300,-2.300,0,60.000000,25.000000,-25.000000,0
,,,,2.654,1.006,-0.495,0,,,,
51.80982760,0.00022940,-0.00022940,0,2.600,0.190,-0.160,0,61.900000,26.500000,-26.500000,0
13.97946561,0.00003976,-0.00003976,0,1.520,0.470,-0.110,0,89.000000,28.700000,-28.700000,0
13.97945055,0.00003917,-0.00003917,0,1.970,0.150,-0.120,0,37.700000,18.400000,-18.400000,0
13.97946561,0.00003976,-0.00003976,0,1.520,0.470,-0.110,0,89.000000,28.700000,-28.700000,0
13.97945055,0.00003917,-0.00003917,0,,,,0,,,,0
13.97946561,0.00003976,-0.00003976,0,1.520,0.470,-0.110,0,89.000000,28.700000,-28.700000,0
13.97939968,,,0,2.039,,,0,,,,
13.97946091,0.00000546,-0.00000546,0,,,,,,,,
13.97925000,0.00017000,-0.00017000,0,1.800,1.600,-1.600,0,25.000000,10.000000,-10.000000,0
,,,,2.640,0.322,-0.244,0,,,,
4.54443059,0.00000125,-0.00000125,0,,,,,,,,
4.54443900,0.00000800,-0.00000800,0,2.910,1.440,-1.440,0,,,,
4.54443647,0.00000676,-0.00000676,0,3.000,0.340,-0.250,0,13.900000,6.100000,-6.100000,0
4.54447500,0.00001700,-0.00001700,0,3.000,1.200,-1.200,0,19.300000,3.900000,-3.900000,0
4.54443777,0.00000500,-0.00000500,0,2.940,1.110,-0.390,0,20.495000,0.651000,-0.651000,0
4.54443647,0.00000676,-0.00000676,0,,,,0,,,,0
4.54443777,0.00000500,-0.00000500,0,2.940,1.110,-0.390,0,20.495000,0.651000,-0.651000,0
4.54443777,0.00000500,-0.00000500,0,2.940,1.110,-0.390,0,20.495000,0.651000,-0.651000,0
4.54445723,0.00000446,-0.00000446,0,,,,,,,,
4.54443777,0.00000500,-0.00000500,0,2.600,0.280,-0.180,0,,,,
12.76211573,0.00002725,-0.00002725,0,,,,,,,,
12.76224947,0.00004448,-0.00004448,0,2.970,0.330,-0.660,0,,,,
12.76224947,0.00004448,-0.00004448,0,3.330,1.260,-0.440,0,20.120000,9.900000,-9.900000,0
12.76220558,0.00005548,-0.00005548,0,,,,0,,,,0
12.76220558,0.00005548,-0.00005548,0,3.180,0.350,-0.270,0,18.290000,9.100000,-9.100000,0
12.76224947,0.00004448,-0.00004448,0,3.330,1.260,-0.440,0,20.120000,9.900000,-9.900000,0
12.76224947,0.00004448,-0.00004448,0,3.330,1.260,-0.440,0,20.120000,9.900000,-9.900000,0
,,,,2.792,0.148,-0.730,0,,,,
12.76217200,0.00006400,-0.00006400,0,2.540,1.260,-1.260,0,,,,
12.76212000,0.00012000,-0.00012000,0,2.600,1.000,-1.000,0,38.500000,7.700000,-7.700000,0
12.76222134,0.00000331,-0.00000331,0,,,,,,,,
38.71496170,0.00025110,-0.00025110,0,,,,0,,,,0
38.71479726,0.00015738,-0.00015738,0,,,,,,,,
38.71497679,0.00000576,-0.00000576,0,,,,,,,,
38.71496170,0.00025110,-0.00025110,0,2.620,0.300,-0.210,0,65.200000,24.800000,-24.800000,0
38.71518500,0.00022000,-0.00022000,0,2.790,1.390,-1.390,0,,,,
,,,,2.306,0.661,-0.209,0,,,,
38.71468330,0.00017930,-0.00017930,0,3.010,1.130,-0.400,0,73.400000,29.800000,-29.800000,0
38.71468330,0.00017930,-0.00017930,0,3.010,1.130,-0.400,0,73.400000,29.800000,-29.800000,0
38.71468330,0.00017930,-0.00017930,0,3.010,1.130,-0.400,0,73.400000,29.800000,-29.800000,0
38.71468330,0.00017930,-0.00017930,0,2.690,0.510,-0.200,0,,,,
38.71585000,0.00046000,-0.00046000,0,2.800,1.100,-1.100,0,81.000000,16.000000,-16.000000,0
2.24828821,0.00000261,-0.00000261,0,1.250,0.080,-0.060,0,8.578000,0.272000,-0.272000,0
2.24828854,0.00000260,-0.00000260,0,2.550,1.790,-1.190,0,8.744100,0.051200,-0.051200,0
2.24828821,0.00000261,-0.00000261,0,,,,0,,,,0
2.24828854,0.00000260,-0.00000260,0,1.310,0.060,-0.040,0,,,,
2.24830252,0.00000275,-0.00000275,0,,,,,,,,
2.24828854,0.00000260,-0.00000260,0,2.550,1.790,-1.190,0,8.744100,0.051200,-0.051200,0
2.24830770,0.00000980,-0.00000980,0,2.920,0.400,-0.400,0,7.700000,1.700000,-1.700000,0
2.24829055,0.00000156,-0.00000156,0,,,,,,,,
2.24800000,,,0,3.030,2.130,-1.420,0,,,,
,,,,1.729,0.107,-0.081,0,,,,
2.24828854,0.00000260,-0.00000260,0,2.550,1.790,-1.190,0,8.744100,0.051200,-0.051200,0
2.24832900,0.00000400,-0.00000400,0,1.520,0.160,-0.160,0,,,,
4.58035800,0.00001000,-0.00001000,0,1.400,0.100,-0.100,0,,,,
4.58000000,,,0,2.790,1.960,-1.310,0,,,,
4.58033354,0.00000225,-0.00000225,0,,,,,,,,
4.58034616,0.00000704,-0.00000704,0,,,,0,,,,0
4.58034616,0.00000704,-0.00000704,0,1.380,0.090,-0.070,0,15.710000,5.400000,-5.400000,0
4.58033862,0.00000673,-0.00000673,0,2.790,1.960,-1.310,0,16.777000,0.694000,-0.694000,0
4.58033862,0.00000673,-0.00000673,0,2.790,1.960,-1.310,0,16.777000,0.694000,-0.694000,0
4.58033862,0.00000673,-0.00000673,0,2.790,1.960,-1.310,0,16.777000,0.694000,-0.694000,0
4.58034082,0.00000620,-0.00000620,0,,,,,,,,
,,,,1.913,0.096,-0.113,0,,,,
4.58033900,0.00002300,-0.00002300,0,3.380,0.470,-0.470,0,12.300000,2.800000,-2.800000,0
4.58033862,0.00000673,-0.00000673,0,1.400,0.060,-0.040,0,,,,
6.76688800,0.00002300,-0.00002300,0,1.210,0.090,-0.090,0,,,,
